"","citycode","countrycode","cityname","countryname","nrecord","pm10","pm25","o3","no2","so2","co","startyear","endyear","nopollutiondata","o38h","co8h"
"1301","hnll.usa7306","usa7306","honolulu (HI)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1302","hrrs.usa7306","usa7306","harrisburg (PA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1303","hrtf.usa7306","usa7306","hartford (CT)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1304","hstn.usa7306","usa7306","houston (TX)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1305","indn.usa7306","usa7306","indianapolis (IN)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1306","iwct.usa7306","usa7306","iowa city (IA)","USA",12418,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1307","jcks.usa7306","usa7306","jacksonville (FL)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1308","jrsc.usa7306","usa7306","jersey city (NJ)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1309","klmt.usa7306","usa7306","klamath falls (OR)","USA",12418,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1973,2006,FALSE,FALSE,FALSE
"1310","klmz.usa7306","usa7306","kalamazoo (MI)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1311","knsh.usa7306","usa7306","kenosha (WI)","USA",12418,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1312","knss.usa7306","usa7306","kansas city (KS)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1313","knxv.usa7306","usa7306","knoxville (TN)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1314","lfin.usa7306","usa7306","lafayette (IN)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1315","lfla.usa7306","usa7306","lafayette (LA)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1316","lkch.usa7306","usa7306","lake charles (LA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1317","lkln.usa7306","usa7306","lakeland (FL)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1318","lncs.usa7306","usa7306","lancaster (PA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1319","lnsn.usa7306","usa7306","lansing (MI)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1320","logn.usa7306","usa7306","logan (UT)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1321","losv.usa7306","usa7306","louisville (KY)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1322","lprt.usa7306","usa7306","la porte (IN)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1323","lsan.usa7306","usa7306","los angeles (CA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1324","lsvg.usa7306","usa7306","las vegas (NV)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1325","lttr.usa7306","usa7306","little rock (AR)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1326","macn.usa7306","usa7306","macon (GA)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1327","mcll.usa7306","usa7306","mcallen (TX)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1328","mddl.usa7306","usa7306","middlesex (NJ)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1329","mddt.usa7306","usa7306","middletown (OH)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1330","mdfr.usa7306","usa7306","medford (OR)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1331","mdil.usa7306","usa7306","madison (IL)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1332","mdst.usa7306","usa7306","modesto (CA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1333","mdwi.usa7306","usa7306","madison (WI)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1334","miam.usa7306","usa7306","miami (FL)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1335","mlbr.usa7306","usa7306","melbourne (FL)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1336","mlwk.usa7306","usa7306","milwaukee (WI)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1337","mmph.usa7306","usa7306","memphis (TN)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1338","mnmt.usa7306","usa7306","toms river (NJ)","USA",12418,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1339","mnnp.usa7306","usa7306","minneapolis (MN)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1340","mntg.usa7306","usa7306","montgomery (AL)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1341","mobl.usa7306","usa7306","mobile (AL)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
